CONCEPT_ID	CONCEPT_CODE	CONCEPT_CLASS
40663979	J9155	Procedure drug
40658370	J0718	Procedure drug
40661681	J0834	Procedure drug
40664572	C9267	Procedure drug
40664573	C9279	Procedure drug
40664582	J0171	Procedure drug
40664583	J2358	Procedure drug
40664585	C9269	Procedure drug
40664518	J9351	Procedure drug
40664522	C9266	Procedure drug
40664523	J0558	Procedure drug
40664524	J3385	Procedure drug
40664772	J0840	Procedure drug
40660103	J2562	Procedure drug
40659169	J0559	Procedure drug
40659447	J0586	Procedure drug
40664600	J1826	Procedure drug
40664602	Q2026	Procedure drug
40664603	Q2027	Procedure drug
40659467	J2793	Procedure drug
40659468	J2796	Procedure drug
40664419	J7184	Procedure drug
40664420	J9302	Procedure drug
40664422	C9265	Procedure drug
40664423	C9277	Procedure drug
40664430	J3357	Procedure drug
40664431	J7312	Procedure drug
40664436	C9260	Procedure drug
40664447	J3095	Procedure drug
40664464	J0597	Procedure drug
40664465	C9261	Procedure drug
40664471	J1786	Procedure drug
40664472	J2426	Procedure drug
40658630	A9583	Procedure drug
40659490	J9328	Procedure drug
40664452	C9258	Procedure drug
40664454	C9275	Procedure drug
40664463	J0561	Procedure drug
40664483	J0775	Procedure drug
40664486	J9315	Procedure drug
40664488	C9263	Procedure drug
40664500	C9264	Procedure drug
40664501	C9276	Procedure drug
40664507	J0638	Procedure drug
40664508	J3262	Procedure drug
40664511	C9259	Procedure drug
40664739	Q2040	Procedure drug
40664626	J0712	Procedure drug
40664628	Q2044	Procedure drug
40664873	J0221	Procedure drug
40664874	J2507	Procedure drug
40664875	J9228	Procedure drug
40664877	C9284	Procedure drug
40664904	A9585	Procedure drug
40664918	J0257	Procedure drug
40664919	J1725	Procedure drug
40664681	J2265	Procedure drug
40664682	J9179	Procedure drug
40664685	Q2041	Procedure drug
40664686	Q2042	Procedure drug
40664687	C9282	Procedure drug
40664719	J0588	Procedure drug
2718218	J0130	Procedure drug
2718385	J1450	Procedure drug
2718445	J1745	Procedure drug
2718462	J1830	Procedure drug
40664649	J1557	Procedure drug
40664466	C9270	Procedure drug
40658517	Q9968	Procedure drug
40658868	Q0139	Procedure drug
40664551	J1599	Procedure drug
2617344	G0259	Procedure drug
2617345	G0260	Procedure drug
40662991	Q0138	Procedure drug
2718216	J0128	Procedure drug
2718217	J0129	Procedure drug
2718349	J1120	Procedure drug
2718219	J0132	Procedure drug
2718220	J0133	Procedure drug
2718221	J0135	Procedure drug
2718224	J0152	Procedure drug
2718222	J0150	Procedure drug
2718225	J0170	Procedure drug
43533173	Q2046	Procedure drug
43533212	J0178	Procedure drug
43533245	C9291	Procedure drug
2718226	J0180	Procedure drug
2718228	J0200	Procedure drug
2718827	J9015	Procedure drug
2718232	J0215	Procedure drug
2718826	J9010	Procedure drug
2718229	J0205	Procedure drug
2718233	J0220	Procedure drug
2718234	J0256	Procedure drug
2718235	J0270	Procedure drug
2718590	J2997	Procedure drug
2718230	J0207	Procedure drug
2718237	J0278	Procedure drug
2720912	S0017	Procedure drug
2718238	J0280	Procedure drug
2718239	J0282	Procedure drug
2718368	J1320	Procedure drug
2718247	J0300	Procedure drug
2718243	J0288	Procedure drug
2718242	J0287	Procedure drug
2718244	J0289	Procedure drug
2718240	J0285	Procedure drug
2718245	J0290	Procedure drug
2718246	J0295	Procedure drug
2718250	J0348	Procedure drug
2718251	J0350	Procedure drug
2718668	J7186	Procedure drug
2718678	J7196	Procedure drug
2718253	J0364	Procedure drug
2718254	J0365	Procedure drug
2718257	J0395	Procedure drug
2616319	C9121	Procedure drug
2718258	J0400	Procedure drug
2718828	J9017	Procedure drug
43533369	J9019	Procedure drug
43533240	C9289	Procedure drug
2718829	J9020	Procedure drug
2718260	J0460	Procedure drug
2718576	J2910	Procedure drug
2718830	J9025	Procedure drug
2718259	J0456	Procedure drug
2720926	S0073	Procedure drug
2718262	J0475	Procedure drug
2718263	J0476	Procedure drug
2718264	J0480	Procedure drug
43533307	J0485	Procedure drug
2718833	J9033	Procedure drug
2718267	J0515	Procedure drug
2718299	J0702	Procedure drug
2718300	J0704	Procedure drug
2718268	J0520	Procedure drug
2718834	J9035	Procedure drug
2718227	J0190	Procedure drug
2718275	J0583	Procedure drug
2718835	J9040	Procedure drug
2718836	J9041	Procedure drug
43533381	J9042	Procedure drug
2718330	J0945	Procedure drug
2720989	S0171	Procedure drug
43533241	C9290	Procedure drug
2720913	S0020	Procedure drug
2718279	J0592	Procedure drug
2718280	J0594	Procedure drug
2718281	J0595	Procedure drug
2616378	C9251	Procedure drug
2718301	J0706	Procedure drug
2718285	J0630	Procedure drug
2718287	J0636	Procedure drug
2718283	J0610	Procedure drug
2718284	J0620	Procedure drug
2718837	J9045	Procedure drug
43533298	C9295	Procedure drug
2718838	J9050	Procedure drug
2718288	J0637	Procedure drug
2718292	J0690	Procedure drug
2718293	J0692	Procedure drug
2720914	S0021	Procedure drug
2718298	J0698	Procedure drug
2720927	S0074	Procedure drug
2718294	J0694	Procedure drug
2718303	J0713	Procedure drug
2718304	J0715	Procedure drug
2718296	J0696	Procedure drug
43533337	C9288	Procedure drug
43533380	J0716	Procedure drug
2718467	J1890	Procedure drug
2718302	J0710	Procedure drug
2616376	C9249	Procedure drug
2718839	J9055	Procedure drug
2718305	J0720	Procedure drug
2718480	J1990	Procedure drug
2718520	J2400	Procedure drug
2718256	J0390	Procedure drug
2718357	J1205	Procedure drug
2718605	J3230	Procedure drug
2718306	J0725	Procedure drug
2718309	J0740	Procedure drug
2718310	J0743	Procedure drug
2720915	S0023	Procedure drug
2718311	J0744	Procedure drug
2718840	J9060	Procedure drug
2718842	J9065	Procedure drug
2616375	C9248	Procedure drug
2720928	S0077	Procedure drug
2718831	J9027	Procedure drug
2718308	J0735	Procedure drug
2718312	J0745	Procedure drug
2718313	J0760	Procedure drug
2718314	J0770	Procedure drug
2718316	J0795	Procedure drug
2718317	J0800	Procedure drug
2718319	J0835	Procedure drug
2718853	J9098	Procedure drug
2718854	J9100	Procedure drug
2718855	J9110	Procedure drug
2718320	J0850	Procedure drug
2718856	J9120	Procedure drug
2718429	J1645	Procedure drug
2718321	J0878	Procedure drug
2718324	J0882	Procedure drug
2718323	J0881	Procedure drug
2718860	J9151	Procedure drug
2718859	J9150	Procedure drug
2718327	J0894	Procedure drug
2718328	J0895	Procedure drug
2718861	J9160	Procedure drug
2718333	J1000	Procedure drug
2718544	J2597	Procedure drug
2718345	J1094	Procedure drug
2718347	J1100	Procedure drug
2718355	J1190	Procedure drug
2718626	J3360	Procedure drug
2718439	J1730	Procedure drug
2718265	J0500	Procedure drug
2718862	J9165	Procedure drug
2718351	J1162	Procedure drug
2718350	J1160	Procedure drug
2718348	J1110	Procedure drug
2718360	J1240	Procedure drug
2718261	J0470	Procedure drug
2718356	J1200	Procedure drug
2718361	J1245	Procedure drug
2718358	J1212	Procedure drug
2718362	J1250	Procedure drug
2718863	J9170	Procedure drug
2718363	J1260	Procedure drug
2718364	J1265	Procedure drug
2718365	J1267	Procedure drug
2718366	J1270	Procedure drug
2718824	J9000	Procedure drug
2718825	J9001	Procedure drug
43533185	J9002	Procedure drug
43533291	Q2048	Procedure drug
43533290	Q2049	Procedure drug
2718457	J1810	Procedure drug
2718455	J1790	Procedure drug
2718354	J1180	Procedure drug
2718367	J1300	Procedure drug
2718282	J0600	Procedure drug
2720981	S0162	Procedure drug
2718864	J9175	Procedure drug
2718369	J1324	Procedure drug
2718430	J1650	Procedure drug
2718865	J9178	Procedure drug
2718325	J0885	Procedure drug
2720773	Q4081	Procedure drug
2718326	J0886	Procedure drug
2718370	J1325	Procedure drug
2718371	J1327	Procedure drug
2718372	J1330	Procedure drug
2718373	J1335	Procedure drug
2718375	J1364	Procedure drug
2718376	J1380	Procedure drug
2718377	J1390	Procedure drug
2718331	J0970	Procedure drug
2718378	J1410	Procedure drug
2718380	J1435	Procedure drug
2718382	J1438	Procedure drug
2718379	J1430	Procedure drug
2718381	J1436	Procedure drug
2718867	J9181	Procedure drug
2720684	Q2023	Procedure drug
2720917	S0028	Procedure drug
2718593	J3010	Procedure drug
2718383	J1440	Procedure drug
2718384	J1441	Procedure drug
2718871	J9200	Procedure drug
2718869	J9185	Procedure drug
2718870	J9190	Procedure drug
2718549	J2680	Procedure drug
2720957	S0126	Procedure drug
2720958	S0128	Procedure drug
2718386	J1451	Procedure drug
2718387	J1452	Procedure drug
2718431	J1652	Procedure drug
2718388	J1453	Procedure drug
2718389	J1455	Procedure drug
2720929	S0078	Procedure drug
2720670	Q2009	Procedure drug
2718919	J9395	Procedure drug
2718471	J1940	Procedure drug
2615396	A9578	Procedure drug
2615395	A9577	Procedure drug
2615397	A9579	Procedure drug
2615394	A9576	Procedure drug
2616373	C9246	Procedure drug
2718390	J1457	Procedure drug
2718391	J1458	Procedure drug
2718393	J1460	Procedure drug
2718402	J1550	Procedure drug
2718394	J1470	Procedure drug
2718395	J1480	Procedure drug
2718396	J1490	Procedure drug
2718397	J1500	Procedure drug
2718398	J1510	Procedure drug
2718399	J1520	Procedure drug
2718400	J1530	Procedure drug
2718401	J1540	Procedure drug
2718403	J1560	Procedure drug
2718413	J1570	Procedure drug
2720960	S0132	Procedure drug
2718417	J1580	Procedure drug
2718418	J1590	Procedure drug
2718872	J9201	Procedure drug
2718904	J9300	Procedure drug
2718419	J1595	Procedure drug
2718421	J1610	Procedure drug
43533297	C9293	Procedure drug
2718420	J1600	Procedure drug
2718422	J1620	Procedure drug
2718423	J1626	Procedure drug
2718425	J1631	Procedure drug
2718424	J1630	Procedure drug
2718426	J1640	Procedure drug
2718427	J1642	Procedure drug
2718428	J1644	Procedure drug
2718414	J1571	Procedure drug
2718416	J1573	Procedure drug
2718434	J1675	Procedure drug
43533371	Q2045	Procedure drug
43533309	J7178	Procedure drug
2718642	J3471	Procedure drug
2718643	J3472	Procedure drug
2718644	J3473	Procedure drug
2718641	J3470	Procedure drug
2718252	J0360	Procedure drug
2718436	J1700	Procedure drug
2718437	J1710	Procedure drug
2718438	J1720	Procedure drug
2720939	S0092	Procedure drug
2718353	J1170	Procedure drug
2718634	J3410	Procedure drug
2718479	J1980	Procedure drug
2718441	J1740	Procedure drug
43533308	J1741	Procedure drug
2718443	J1742	Procedure drug
43533328	J1744	Procedure drug
2718878	J9211	Procedure drug
2718444	J1743	Procedure drug
2718876	J9208	Procedure drug
2718454	J1785	Procedure drug
2718392	J1459	Procedure drug
2718405	J1562	Procedure drug
2718415	J1572	Procedure drug
2718412	J1569	Procedure drug
2718404	J1561	Procedure drug
2718411	J1568	Procedure drug
2718409	J1566	Procedure drug
2718458	J1815	Procedure drug
2718879	J9212	Procedure drug
2720707	Q3025	Procedure drug
2720708	Q3026	Procedure drug
2718461	J1825	Procedure drug
2718880	J9213	Procedure drug
2718881	J9214	Procedure drug
2718882	J9215	Procedure drug
2718883	J9216	Procedure drug
2718874	J9206	Procedure drug
2718446	J1750	Procedure drug
2718450	J1756	Procedure drug
2720856	Q9953	Procedure drug
2718463	J1835	Procedure drug
2718628	J3365	Procedure drug
2718875	J9207	Procedure drug
2718464	J1840	Procedure drug
2718465	J1850	Procedure drug
2718466	J1885	Procedure drug
2718469	J1930	Procedure drug
2718470	J1931	Procedure drug
2718472	J1945	Procedure drug
2718289	J0640	Procedure drug
2718473	J1950	Procedure drug
2718474	J1953	Procedure drug
2718475	J1955	Procedure drug
2718476	J1956	Procedure drug
2718290	J0641	Procedure drug
2718477	J1960	Procedure drug
2718483	J2001	Procedure drug
2718484	J2010	Procedure drug
2718485	J2020	Procedure drug
2718486	J2060	Procedure drug
2718645	J3475	Procedure drug
2718487	J2150	Procedure drug
2718488	J2170	Procedure drug
2718889	J9230	Procedure drug
2718340	J1056	Procedure drug
2718339	J1055	Procedure drug
43533213	J1050	Procedure drug
2718338	J1051	Procedure drug
2718890	J9245	Procedure drug
2720955	S0122	Procedure drug
2718490	J2180	Procedure drug
2718489	J2175	Procedure drug
2718291	J0670	Procedure drug
2718491	J2185	Procedure drug
2718877	J9209	Procedure drug
2718255	J0380	Procedure drug
2718359	J1230	Procedure drug
2718570	J2800	Procedure drug
2718231	J0210	Procedure drug
2615356	A9535	Procedure drug
2718492	J2210	Procedure drug
43533266	J2212	Procedure drug
2718334	J1020	Procedure drug
2718335	J1030	Procedure drug
2718336	J1040	Procedure drug
2718581	J2930	Procedure drug
2718580	J2920	Procedure drug
2718558	J2765	Procedure drug
2720919	S0030	Procedure drug
2718494	J2248	Procedure drug
2718495	J2250	Procedure drug
2718496	J2260	Procedure drug
2718903	J9293	Procedure drug
2718499	J2275	Procedure drug
2718498	J2271	Procedure drug
2720940	S0093	Procedure drug
2718497	J2270	Procedure drug
2718501	J2280	Procedure drug
2720920	S0032	Procedure drug
2718502	J2300	Procedure drug
2718503	J2310	Procedure drug
2718504	J2315	Procedure drug
2718506	J2321	Procedure drug
2718507	J2322	Procedure drug
2718505	J2320	Procedure drug
2718508	J2323	Procedure drug
2718893	J9261	Procedure drug
2718552	J2710	Procedure drug
2718510	J2325	Procedure drug
2720859	Q9956	Procedure drug
2718514	J2353	Procedure drug
2718515	J2354	Procedure drug
2720921	S0034	Procedure drug
2720985	S0166	Procedure drug
2718517	J2357	Procedure drug
2718276	J0585	Procedure drug
2718521	J2405	Procedure drug
2718516	J2355	Procedure drug
2718518	J2360	Procedure drug
2718551	J2700	Procedure drug
2718894	J9263	Procedure drug
2718522	J2410	Procedure drug
2718526	J2460	Procedure drug
2718543	J2590	Procedure drug
2718895	J9264	Procedure drug
2718896	J9265	Procedure drug
2718523	J2425	Procedure drug
2718527	J2469	Procedure drug
2718524	J2430	Procedure drug
2718905	J9303	Procedure drug
2720983	S0164	Procedure drug
2616311	C9113	Procedure drug
2718525	J2440	Procedure drug
2718530	J2501	Procedure drug
2718532	J2504	Procedure drug
2718531	J2503	Procedure drug
2718897	J9266	Procedure drug
2718533	J2505	Procedure drug
43533289	Q2047	Procedure drug
43533349	J0890	Procedure drug
2720971	S0145	Procedure drug
2720972	S0146	Procedure drug
2718906	J9305	Procedure drug
2718270	J0540	Procedure drug
2718271	J0550	Procedure drug
2718269	J0530	Procedure drug
2718273	J0570	Procedure drug
2718274	J0580	Procedure drug
2718272	J0560	Procedure drug
2718538	J2540	Procedure drug
2718534	J2510	Procedure drug
2720931	S0080	Procedure drug
2718536	J2513	Procedure drug
2718595	J3070	Procedure drug
2718537	J2515	Procedure drug
2718898	J9268	Procedure drug
2720858	Q9955	Procedure drug
2720860	Q9957	Procedure drug
2718621	J3310	Procedure drug
43533246	C9292	Procedure drug
2718542	J2560	Procedure drug
2718557	J2760	Procedure drug
2718519	J2370	Procedure drug
2718352	J1165	Procedure drug
2718638	J3430	Procedure drug
2720932	S0081	Procedure drug
2718539	J2543	Procedure drug
2616379	C9252	Procedure drug
2718899	J9270	Procedure drug
2718920	J9600	Procedure drug
2718646	J3480	Procedure drug
2718556	J2730	Procedure drug
2718546	J2650	Procedure drug
2718550	J2690	Procedure drug
2718315	J0780	Procedure drug
2718548	J2675	Procedure drug
2718584	J2950	Procedure drug
2718541	J2550	Procedure drug
2718456	J1800	Procedure drug
2718553	J2720	Procedure drug
2718554	J2724	Procedure drug
2718555	J2725	Procedure drug
2718636	J3415	Procedure drug
2718559	J2770	Procedure drug
2718560	J2778	Procedure drug
2718561	J2780	Procedure drug
2718562	J2783	Procedure drug
2718563	J2785	Procedure drug
2718408	J1565	Procedure drug
2718586	J2993	Procedure drug
2718565	J2790	Procedure drug
2718564	J2788	Procedure drug
2718567	J2792	Procedure drug
2718566	J2791	Procedure drug
2718277	J0587	Procedure drug
2718568	J2794	Procedure drug
2718907	J9310	Procedure drug
2616372	C9245	Procedure drug
2718569	J2795	Procedure drug
2718573	J2820	Procedure drug
2718574	J2850	Procedure drug
2720654	Q0515	Procedure drug
2718571	J2805	Procedure drug
2718579	J2916	Procedure drug
2718582	J2940	Procedure drug
2718583	J2941	Procedure drug
2718623	J3320	Procedure drug
2718297	J0697	Procedure drug
2718588	J2995	Procedure drug
2718592	J3000	Procedure drug
2718908	J9320	Procedure drug
2718248	J0330	Procedure drug
2720922	S0039	Procedure drug
2718594	J3030	Procedure drug
43533174	C9294	Procedure drug
2616380	C9253	Procedure drug
2718909	J9330	Procedure drug
2718598	J3101	Procedure drug
2720678	Q2017	Procedure drug
2718599	J3105	Procedure drug
2718600	J3110	Procedure drug
2718341	J1060	Procedure drug
2718343	J1080	Procedure drug
2718342	J1070	Procedure drug
2718329	J0900	Procedure drug
2718601	J3120	Procedure drug
2718602	J3130	Procedure drug
2718604	J3150	Procedure drug
2718603	J3140	Procedure drug
2718433	J1670	Procedure drug
2718215	J0120	Procedure drug
2718572	J2810	Procedure drug
2718635	J3411	Procedure drug
2718614	J3280	Procedure drug
2718910	J9340	Procedure drug
2718606	J3240	Procedure drug
2720923	S0040	Procedure drug
2718607	J3243	Procedure drug
2718432	J1655	Procedure drug
2718609	J3246	Procedure drug
2718611	J3260	Procedure drug
2718547	J2670	Procedure drug
2718911	J9350	Procedure drug
2718612	J3265	Procedure drug
2718912	J9355	Procedure drug
2718615	J3285	Procedure drug
2718617	J3301	Procedure drug
2718616	J3300	Procedure drug
2718618	J3302	Procedure drug
2718619	J3303	Procedure drug
2718633	J3400	Procedure drug
2718610	J3250	Procedure drug
2718620	J3305	Procedure drug
2718622	J3315	Procedure drug
2718624	J3350	Procedure drug
2718625	J3355	Procedure drug
2718627	J3364	Procedure drug
2718913	J9357	Procedure drug
2718629	J3370	Procedure drug
2718632	J3396	Procedure drug
2718914	J9360	Procedure drug
2718918	J9390	Procedure drug
2718637	J3420	Procedure drug
2718669	J7187	Procedure drug
2718640	J3465	Procedure drug
2718500	J2278	Procedure drug
2718647	J3485	Procedure drug
2718648	J3486	Procedure drug
43533338	C9296	Procedure drug
2718650	J3488	Procedure drug
2718649	J3487	Procedure drug
2721260	S4981	Procedure drug
40659150	G8600	Procedure drug
2720947	S0108	Procedure drug
2718653	J3530	Procedure drug
40664661	G8895	Procedure drug
40664900	G8897	Procedure drug
40664549	G9147	Procedure drug
2617577	G8152	Procedure drug
2617629	G8219	Procedure drug
2617561	G8108	Procedure drug
2617568	G8115	Procedure drug
40664779	G8710	Procedure drug
40664692	G8709	Procedure drug
2617905	G8506	Procedure drug
2617860	G8461	Procedure drug
2617862	G8463	Procedure drug
40664622	G8859	Procedure drug
40664824	G8868	Procedure drug
40664578	G8633	Procedure drug
2721010	S0197	Procedure drug
40664744	G8711	Procedure drug
2718666	J7120	Procedure drug
2721608	SH	Procedure drug
40664794	Q2043	Procedure drug
40664512	C9273	Procedure drug
40664786	G8816	Procedure drug
40664892	G8817	Procedure drug
2721609	SJ	Procedure drug
40664530	J7686	Procedure drug
2721270	S5010	Procedure drug
2721271	S5011	Procedure drug
2721272	S5012	Procedure drug
2721273	S5013	Procedure drug
2721274	S5014	Procedure drug
2718659	J7042	Procedure drug
2718662	J7060	Procedure drug
2718735	J7604	Procedure drug
2718739	J7608	Procedure drug
2718741	J7610	Procedure drug
2718740	J7609	Procedure drug
2718742	J7611	Procedure drug
2718744	J7613	Procedure drug
2718751	J7620	Procedure drug
2718236	J0275	Procedure drug
2617976	G9033	Procedure drug
2617960	G9017	Procedure drug
2718688	J7308	Procedure drug
2720988	S0170	Procedure drug
2718817	J8597	Procedure drug
2718806	J8498	Procedure drug
2718680	J7198	Procedure drug
2718679	J7197	Procedure drug
2718808	J8501	Procedure drug
2718736	J7605	Procedure drug
2615304	A9155	Procedure drug
2718765	J7635	Procedure drug
2718766	J7636	Procedure drug
2718713	J7500	Procedure drug
2718714	J7501	Procedure drug
2720590	Q0144	Procedure drug
2718832	J9031	Procedure drug
2720976	S0157	Procedure drug
2718753	J7622	Procedure drug
2718754	J7624	Procedure drug
2718758	J7628	Procedure drug
2718759	J7629	Procedure drug
2718764	J7634	Procedure drug
2718757	J7627	Procedure drug
2718763	J7633	Procedure drug
2718756	J7626	Procedure drug
2720945	S0106	Procedure drug
2718809	J8510	Procedure drug
2720909	S0012	Procedure drug
2718810	J8515	Procedure drug
40664433	S0169	Procedure drug
2720980	S0161	Procedure drug
2718811	J8520	Procedure drug
2718812	J8521	Procedure drug
40664489	C9268	Procedure drug
40664484	J7335	Procedure drug
2720990	S0172	Procedure drug
2614714	A4248	Procedure drug
2720605	Q0171	Procedure drug
2720606	Q0172	Procedure drug
2615385	A9564	Procedure drug
2718841	J9062	Procedure drug
2720963	S0136	Procedure drug
2720969	S0142	Procedure drug
2721264	S4993	Procedure drug
2718685	J7304	Procedure drug
2718684	J7303	Procedure drug
2718762	J7632	Procedure drug
2718761	J7631	Procedure drug
2718846	J9091	Procedure drug
2718843	J9070	Procedure drug
2718847	J9092	Procedure drug
2718844	J9080	Procedure drug
2718845	J9090	Procedure drug
2718851	J9096	Procedure drug
2718848	J9093	Procedure drug
2718852	J9097	Procedure drug
2718849	J9094	Procedure drug
2718850	J9095	Procedure drug
2718813	J8530	Procedure drug
2718727	J7516	Procedure drug
2718715	J7502	Procedure drug
2718726	J7515	Procedure drug
2718857	J9130	Procedure drug
2718858	J9140	Procedure drug
2718725	J7513	Procedure drug
2718767	J7637	Procedure drug
2718768	J7638	Procedure drug
2718814	J8540	Procedure drug
2720979	S0160	Procedure drug
2720964	S0137	Procedure drug
2720597	Q0163	Procedure drug
2720614	Q0180	Procedure drug
2720992	S0174	Procedure drug
2718769	J7639	Procedure drug
2720601	Q0167	Procedure drug
2720602	Q0168	Procedure drug
2718654	J3535	Procedure drug
2718926	JW	Procedure drug
2719392	KD	Procedure drug
2720774	Q4082	Procedure drug
2720901	RD	Procedure drug
2718652	J3520	Procedure drug
2616728	E0746	Procedure drug
2718687	J7307	Procedure drug
2718815	J8560	Procedure drug
40664809	J8561	Procedure drug
43533235	J7527	Procedure drug
2720975	S0156	Procedure drug
2718675	J7193	Procedure drug
2718677	J7195	Procedure drug
2718676	J7194	Procedure drug
2718671	J7189	Procedure drug
2718673	J7191	Procedure drug
2718672	J7190	Procedure drug
2718674	J7192	Procedure drug
2720965	S0138	Procedure drug
40664437	C9262	Procedure drug
40664448	Q2025	Procedure drug
40664485	J8562	Procedure drug
2718771	J7641	Procedure drug
2718690	J7311	Procedure drug
2720993	S0175	Procedure drug
2718737	J7606	Procedure drug
2718770	J7640	Procedure drug
2718689	J7310	Procedure drug
2718816	J8565	Procedure drug
2718772	J7642	Procedure drug
2718773	J7643	Procedure drug
2718873	J9202	Procedure drug
2720600	Q0166	Procedure drug
2720938	S0091	Procedure drug
2718681	J7199	Procedure drug
2720862	Q9959	Procedure drug
2720863	Q9960	Procedure drug
2720864	Q9961	Procedure drug
2720865	Q9962	Procedure drug
2720866	Q9963	Procedure drug
2720867	Q9964	Procedure drug
2720861	Q9958	Procedure drug
2718888	J9226	Procedure drug
2718887	J9225	Procedure drug
2721430	S9061	Procedure drug
40664773	J7326	Procedure drug
2720994	S0176	Procedure drug
2720611	Q0177	Procedure drug
2720612	Q0178	Procedure drug
40664792	J7131	Procedure drug
2718667	J7130	Procedure drug
2720936	S0088	Procedure drug
2718732	J7599	Procedure drug
2614996	A4737	Procedure drug
2720444	L8603	Procedure drug
43533236	L8605	Procedure drug
2720445	L8604	Procedure drug
2720446	L8606	Procedure drug
2721009	S0196	Procedure drug
2721333	S5552	Procedure drug
2721334	S5553	Procedure drug
2721332	S5551	Procedure drug
2721331	S5550	Procedure drug
2718682	J7300	Procedure drug
2616280	C8957	Procedure drug
40664605	A9584	Procedure drug
40662616	A9582	Procedure drug
40664879	C9406	Procedure drug
2615337	A9516	Procedure drug
2615330	A9509	Procedure drug
2615353	A9532	Procedure drug
2615375	A9554	Procedure drug
2615348	A9527	Procedure drug
2615329	A9508	Procedure drug
2615345	A9524	Procedure drug
2615349	A9528	Procedure drug
2615338	A9517	Procedure drug
2615350	A9529	Procedure drug
2615351	A9530	Procedure drug
2615352	A9531	Procedure drug
2615365	A9544	Procedure drug
2615366	A9545	Procedure drug
2718775	J7645	Procedure drug
2718774	J7644	Procedure drug
2720665	Q2004	Procedure drug
2718776	J7647	Procedure drug
2718779	J7650	Procedure drug
2718777	J7648	Procedure drug
2718778	J7649	Procedure drug
2718785	J7657	Procedure drug
2718788	J7660	Procedure drug
2718786	J7658	Procedure drug
2718787	J7659	Procedure drug
2718655	J3570	Procedure drug
2718884	J9217	Procedure drug
2718886	J9219	Procedure drug
2718885	J9218	Procedure drug
2718738	J7607	Procedure drug
2718746	J7615	Procedure drug
2718743	J7612	Procedure drug
2718745	J7614	Procedure drug
2720995	S0177	Procedure drug
2718686	J7306	Procedure drug
2718683	J7302	Procedure drug
40664796	C9285	Procedure drug
2720996	S0178	Procedure drug
2720868	Q9965	Procedure drug
2720869	Q9966	Procedure drug
2720870	Q9967	Procedure drug
2720854	Q9951	Procedure drug
2718717	J7504	Procedure drug
2718724	J7511	Procedure drug
2718789	J7665	Procedure drug
2720997	S0179	Procedure drug
2718818	J8600	Procedure drug
2718793	J7670	Procedure drug
2718790	J7667	Procedure drug
2718791	J7668	Procedure drug
2718792	J7669	Procedure drug
2718795	J7674	Procedure drug
2720948	S0109	Procedure drug
2718891	J9250	Procedure drug
2718892	J9260	Procedure drug
2718819	J8610	Procedure drug
40664553	J7309	Procedure drug
2718722	J7509	Procedure drug
2721004	S0190	Procedure drug
2720966	S0139	Procedure drug
2721005	S0191	Procedure drug
2718901	J9290	Procedure drug
2718902	J9291	Procedure drug
2718900	J9280	Procedure drug
43533257	J7315	Procedure drug
43533202	S1090	Procedure drug
2615303	A9153	Procedure drug
2718718	J7505	Procedure drug
2718728	J7517	Procedure drug
2718729	J7518	Procedure drug
2718820	J8650	Procedure drug
2718804	J7699	Procedure drug
2718805	J7799	Procedure drug
2615301	A9150	Procedure drug
2615402	A9698	Procedure drug
2718921	J9999	Procedure drug
2720596	Q0162	Procedure drug
2720613	Q0179	Procedure drug
2720999	S0181	Procedure drug
40664920	S0119	Procedure drug
2720857	Q9954	Procedure drug
2618132	H0033	Procedure drug
2617978	G9035	Procedure drug
2617962	G9019	Procedure drug
2615467	B4185	Procedure drug
2615460	B4164	Procedure drug
2615477	B5000	Procedure drug
2615479	B5200	Procedure drug
2615464	B4178	Procedure drug
2615478	B5100	Procedure drug
2615461	B4168	Procedure drug
2615462	B4172	Procedure drug
2615463	B4176	Procedure drug
2615465	B4180	Procedure drug
2615471	B4197	Procedure drug
2615472	B4199	Procedure drug
2615469	B4189	Procedure drug
2615470	B4193	Procedure drug
2718797	J7676	Procedure drug
2718540	J2545	Procedure drug
2720609	Q0175	Procedure drug
2720610	Q0176	Procedure drug
2720526	P9020	Procedure drug
2720525	P9019	Procedure drug
2720550	P9052	Procedure drug
2720531	P9032	Procedure drug
2720553	P9055	Procedure drug
2720530	P9031	Procedure drug
2720532	P9033	Procedure drug
2720533	P9034	Procedure drug
2720535	P9036	Procedure drug
2720551	P9053	Procedure drug
2720534	P9035	Procedure drug
2720536	P9037	Procedure drug
2718723	J7510	Procedure drug
2718719	J7506	Procedure drug
2721267	S5001	Procedure drug
2721266	S5000	Procedure drug
2718823	J8999	Procedure drug
2718807	J8499	Procedure drug
2721000	S0182	Procedure drug
2720599	Q0165	Procedure drug
2720598	Q0164	Procedure drug
2721001	S0183	Procedure drug
2720603	Q0169	Procedure drug
2720604	Q0170	Procedure drug
2615012	A4802	Procedure drug
2720538	P9039	Procedure drug
2720527	P9021	Procedure drug
2720555	P9057	Procedure drug
2720537	P9038	Procedure drug
2720556	P9058	Procedure drug
2720522	P9016	Procedure drug
2720539	P9040	Procedure drug
2720528	P9022	Procedure drug
2617979	G9036	Procedure drug
2617963	G9020	Procedure drug
40659683	A9604	Procedure drug
2615401	A9605	Procedure drug
2720967	S0140	Procedure drug
