CONCEPT_ID	CONCEPT_CODE	CONCEPT_CLASS
2720937	S0090	Procedure drug
2615302	A9152	Procedure drug
2718730	J7520	Procedure drug
2720974	S0155	Procedure drug
2614698	A4218	Procedure drug
2614696	A4216	Procedure drug
2614697	A4217	Procedure drug
2615399	A9600	Procedure drug
2615404	A9700	Procedure drug
2720910	S0014	Procedure drug
2718720	J7507	Procedure drug
2718731	J7525	Procedure drug
2721002	S0187	Procedure drug
43533350	Q9969	Procedure drug
2615326	A9504	Procedure drug
2615389	A9568	Procedure drug
2615378	A9557	Procedure drug
2615357	A9536	Procedure drug
2615331	A9510	Procedure drug
2615390	A9569	Procedure drug
2615342	A9521	Procedure drug
2615387	A9566	Procedure drug
2615381	A9560	Procedure drug
2615361	A9540	Procedure drug
2615358	A9537	Procedure drug
2615325	A9503	Procedure drug
2615383	A9562	Procedure drug
2615382	A9561	Procedure drug
2615388	A9567	Procedure drug
2615360	A9539	Procedure drug
2615333	A9512	Procedure drug
2615359	A9538	Procedure drug
2615322	A9500	Procedure drug
2615371	A9550	Procedure drug
2615372	A9551	Procedure drug
2615362	A9541	Procedure drug
2615323	A9501	Procedure drug
2615324	A9502	Procedure drug
2718821	J8700	Procedure drug
2718798	J7680	Procedure drug
2718799	J7681	Procedure drug
2721003	S0189	Procedure drug
2615327	A9505	Procedure drug
2720608	Q0174	Procedure drug
2718803	J7685	Procedure drug
2718800	J7682	Procedure drug
2614995	A4736	Procedure drug
2718822	J8705	Procedure drug
2720953	S0117	Procedure drug
2718801	J7683	Procedure drug
2718802	J7684	Procedure drug
2720607	Q0173	Procedure drug
2718656	J3590	Procedure drug
2718651	J3490	Procedure drug
2616396	C9399	Procedure drug
2720615	Q0181	Procedure drug
2718915	J9370	Procedure drug
2718916	J9375	Procedure drug
2718917	J9380	Procedure drug
43533302	G8967	Procedure drug
2615252	A7018	Procedure drug
2617977	G9034	Procedure drug
2617961	G9018	Procedure drug
2720944	S0104	Procedure drug
2617867	G8468	Procedure drug
2718922	JA	Procedure drug
2718923	JB	Procedure drug
2719404	KP	Procedure drug
40664515	G8636	Procedure drug
2617881	G8482	Procedure drug
40664441	G8639	Procedure drug
40664822	G8864	Procedure drug
2721428	S9055	Procedure drug
2614983	A4714	Procedure drug
2617490	G3001	Procedure drug
2617179	G0010	Procedure drug
2617177	G0008	Procedure drug
2617178	G0009	Procedure drug
2618148	H0049	Measurement
2618102	H0003	Measurement
2618147	H0048	Measurement
2721189	S3655	Measurement
2617791	G8384	Measurement
2721193	S3711	Measurement
2720891	QW	Measurement
40664570	PT	Measurement
2721229	S3870	Measurement
2721204	S3833	Measurement
2721197	S3820	Measurement
2721206	S3835	Measurement
2721207	S3837	Measurement
2721195	S3818	Measurement
2721196	S3819	Measurement
2721200	S3828	Measurement
2721201	S3829	Measurement
2721202	S3830	Measurement
2721227	S3865	Measurement
40664656	G8777	Measurement
2721220	S3852	Measurement
2721208	S3840	Measurement
2721212	S3844	Measurement
2721211	S3843	Measurement
2721230	S3890	Measurement
40661235	G0430	Measurement
40664727	G8725	Measurement
2721228	S3866	Measurement
2721213	S3845	Measurement
2721194	S3800	Measurement
2721219	S3851	Measurement
2721223	S3855	Measurement
2721216	S3848	Measurement
2721214	S3846	Measurement
2721221	S3853	Measurement
2721217	S3849	Measurement
2721209	S3841	Measurement
2721218	S3850	Measurement
2721215	S3847	Measurement
2721210	S3842	Measurement
2721224	S3860	Measurement
2721225	S3861	Measurement
2720506	P2031	Measurement
2721186	S3645	Measurement
40664440	G0432	Measurement
40664562	G0433	Measurement
40664478	G0435	Measurement
40659575	S3713	Measurement
40664849	G8767	Measurement
40662757	G8593	Measurement
2721181	S3620	Measurement
40664854	G8802	Measurement
43533351	S3721	Measurement
2617206	G0103	Measurement
2721187	S3650	Measurement
2721188	S3652	Measurement
2720510	P3000	Measurement
2720511	P3001	Measurement
2720580	Q0091	Measurement
40664913	G8774	Measurement
2721198	S3822	Measurement
2721205	S3834	Measurement
2721203	S3831	Measurement
2721199	S3823	Measurement
40664888	G8770	Measurement
40662009	G9143	Measurement
40660437	G0431	Measurement
2721226	S3862	Measurement
2617385	G0307	Measurement
2721185	S3630	Measurement
2618201	HM	Observation
43533189	CH	Observation
43533250	CN	Observation
40664799	G8707	Observation
40664798	G8704	Observation
2720514	P6	Observation
2720513	P5	Observation
2720502	P1	Observation
2720503	P2	Observation
2720509	P3	Observation
2720512	P4	Observation
2617812	G8408	Observation
2617914	G8515	Observation
40664838	G8749	Observation
2617871	G8472	Observation
2615445	B4104	Observation
43533215	G8928	Observation
43533301	G8929	Observation
43533341	G8927	Observation
2618191	HC	Observation
43533271	G8944	Observation
40664588	G8646	Observation
2617901	G8502	Observation
40664912	G8764	Observation
40664617	G8765	Observation
40664816	G8757	Observation
2617894	G8495	Observation
40660059	G8550	Observation
2617896	G8497	Observation
2617897	G8498	Observation
40664762	G8761	Observation
2617893	G8494	Observation
40664848	G8760	Observation
40659145	G8551	Observation
40662382	G8549	Observation
2617899	G8500	Observation
40664748	G8763	Observation
40664911	G8758	Observation
40663929	G8552	Observation
40664782	G8759	Observation
43533263	G8953	Observation
40664616	G8762	Observation
2617900	G8501	Observation
2617895	G8496	Observation
2617898	G8499	Observation
2614658	A0390	Observation
2615408	AA	Observation
40664731	G8819	Observation
40664767	G8828	Observation
40664732	G8827	Observation
43533279	G8945	Observation
40664733	G8830	Observation
40664768	G8831	Observation
40664698	G8820	Observation
40664915	G8829	Observation
40664674	G8832	Observation
40664783	G8788	Observation
40664852	G8787	Observation
2617873	G8474	Observation
2617874	G8475	Observation
40664638	G8712	Observation
40664713	G8800	Observation
40664697	G8801	Observation
40658749	G8586	Observation
40660912	G8580	Observation
2617922	G8523	Observation
40664882	G8697	Observation
40664667	G8698	Observation
2721982	VP	Observation
40664754	G8844	Observation
40664819	G8842	Observation
40663934	G8599	Observation
43533277	G8930	Observation
43533359	G8931	Observation
2617777	G8370	Observation
40664752	G8835	Observation
43533355	CI	Observation
43533224	CJ	Observation
43533225	CK	Observation
43533332	CL	Observation
43533249	CM	Observation
40661253	G8553	Observation
2618095	GV	Observation
43533255	G9165	Observation
43533306	G9167	Observation
43533348	G9166	Observation
2618202	HN	Observation
2719390	KB	Observation
2719408	KT	Observation
40661255	G8583	Observation
2617851	G8452	Observation
2719393	KE	Observation
40664897	G8885	Observation
40664764	G8796	Observation
2617877	G8478	Observation
40664710	G8784	Observation
43533260	G8938	Observation
2617821	G8421	Observation
2721125	S2150	Observation
2721094	S2067	Observation
2617817	G8417	Observation
2617818	G8418	Observation
2617819	G8419	Observation
2617820	G8420	Observation
2617839	G8439	Observation
43533316	G8984	Observation
43533326	G8985	Observation
43533253	G8986	Observation
2617778	G8371	Observation
2721631	T1009	Observation
2618189	HA	Observation
2618076	GB	Observation
2721637	T1015	Observation
2615415	AH	Observation
2615416	AJ	Observation
2617917	G8518	Observation
40664624	G8875	Observation
40664736	G8877	Observation
2617606	G8196	Observation
2617624	G8214	Observation
2617614	G8204	Observation
2617619	G8209	Observation
2617603	G8193	Observation
43533252	G8937	Observation
2617880	G8481	Observation
2617567	G8114	Observation
2617783	G8376	Observation
2617784	G8377	Observation
2617785	G8378	Observation
40664493	G8634	Observation
2617850	G8451	Observation
40664701	G8884	Observation
2617534	G8053	Observation
2617501	G8011	Observation
2617498	G8008	Observation
2617528	G8038	Observation
2617531	G8041	Observation
2617507	G8017	Observation
2617511	G8021	Observation
2617549	G8080	Observation
2617546	G8077	Observation
2617560	G8107	Observation
2617566	G8113	Observation
2617519	G8029	Observation
2617522	G8032	Observation
2617558	G8104	Observation
2617556	G8100	Observation
2617924	G8525	Observation
2617861	G8462	Observation
2617857	G8458	Observation
40664529	G8683	Observation
2617859	G8460	Observation
2617865	G8466	Observation
40664494	G8637	Observation
2617858	G8459	Observation
2617931	G8532	Observation
2617927	G8528	Observation
2617712	G8304	Observation
2617913	G8514	Observation
2617813	G8409	Observation
2617879	G8480	Observation
43533259	G8936	Observation
2617579	G8154	Observation
2617573	G8128	Observation
2617576	G8131	Observation
2617921	G8522	Observation
2617930	G8531	Observation
2617631	G8221	Observation
2617816	G8416	Observation
2617540	G8059	Observation
2617563	G8110	Observation
2617810	G8406	Observation
40664479	G8631	Observation
2617570	G8117	Observation
2617805	G8401	Observation
2617537	G8056	Observation
2617582	G8157	Observation
2617543	G8062	Observation
2617918	G8519	Observation
2617598	G8184	Observation
2617595	G8172	Observation
2617504	G8014	Observation
2617525	G8035	Observation
2617863	G8464	Observation
2617600	G8186	Observation
2617515	G8025	Observation
40664694	G8726	Observation
40664596	G8640	Observation
2617682	G8274	Observation
2617665	G8257	Observation
2617746	G8338	Observation
2617596	G8182	Observation
2617516	G8026	Observation
2617508	G8018	Observation
2617512	G8022	Observation
2617713	G8305	Observation
2617887	G8488	Observation
2617878	G8479	Observation
2617919	G8520	Observation
43533366	G8959	Observation
43533229	G8960	Observation
43533343	G8954	Observation
2615018	A4890	Observation
2617950	G9006	Observation
2617945	G9001	Observation
2617946	G9002	Observation
2617952	G9008	Observation
2617947	G9003	Observation
2617948	G9004	Observation
2617949	G9005	Observation
2617953	G9009	Observation
2617954	G9010	Observation
2617955	G9011	Observation
2617951	G9007	Observation
2618188	H9	Observation
2617855	G8456	Observation
40664517	G8692	Observation
2617856	G8457	Observation
40664498	G8691	Observation
2617854	G8455	Observation
40664599	G8690	Observation
40664446	G8688	Observation
40664548	G8687	Observation
40664418	G8686	Observation
2720252	L6696	Observation
2720253	L6697	Observation
2617333	G0248	Observation
2721176	S3000	Observation
2617802	G8398	Observation
2618204	HP	Observation
2720884	QP	Observation
2721247	S4023	Observation
40664455	G0434	Observation
2615457	B4160	Observation
40664837	G8734	Observation
40664709	G8735	Observation
2617364	G0281	Observation
40664496	G8644	Observation
2615458	B4161	Observation
2615456	B4159	Observation
2615455	B4158	Observation
2615459	B4162	Observation
2615444	B4103	Observation
2615446	B4149	Observation
2615447	B4150	Observation
2615450	B4153	Observation
2615449	B4152	Observation
2615451	B4154	Observation
2615452	B4155	Observation
40664623	G8874	Observation
40664780	G8728	Observation
2721243	S4018	Observation
2721241	S4016	Observation
2618205	HQ	Observation
2617151	ED	Observation
2617152	EE	Observation
40664665	G0909	Observation
43533179	G8974	Observation
2617864	G8465	Observation
40664457	G8645	Observation
2617892	G8493	Observation
40664737	G8905	Observation
40664771	G8906	Observation
2617886	G8487	Observation
40664872	G8898	Observation
40662755	G8546	Observation
2617943	G8544	Observation
2617888	G8489	Observation
40664826	G8902	Observation
2617884	G8485	Observation
40664770	G8901	Observation
40659144	G8548	Observation
40660058	G8545	Observation
2617890	G8491	Observation
40664791	G8904	Observation
40664717	G8899	Observation
40660467	G8547	Observation
40664901	G8900	Observation
43533209	G8977	Observation
40664680	G8903	Observation
2617891	G8492	Observation
2617885	G8486	Observation
2617889	G8490	Observation
2617829	G8429	Observation
40664468	G8638	Observation
40664742	G0919	Observation
40664495	G8641	Observation
2617882	G8483	Observation
2617883	G8484	Observation
2617825	G8425	Observation
2617824	G8424	Observation
40660062	G8602	Observation
40658350	G8601	Observation
40664899	G8894	Observation
43533207	G8943	Observation
40659431	G8596	Observation
2720485	LD	Observation
2720484	LC	Observation
2721708	T4	Observation
2721707	T3	Observation
2721739	TA	Observation
2721621	T1	Observation
2721659	T2	Observation
2617161	F4	Observation
2617160	F3	Observation
2617158	F1	Observation
2617159	F2	Observation
2617167	FA	Observation
43533330	LM	Observation
2720489	LT	Observation
43533258	G8923	Observation
40664695	G8738	Observation
43533228	G8934	Observation
40664690	G8695	Observation
40664846	G8739	Observation
2617799	G8395	Observation
40664847	G8740	Observation
2617800	G8396	Observation
2617870	G8471	Observation
40664462	G8685	Observation
40664547	G8682	Observation
40664797	G8694	Observation
40664706	G0912	Observation
40658349	G8594	Observation
40664696	G8769	Observation
2617827	G8427	Observation
43533199	HCPC	Observation
2617013	E2	Observation
2617144	E4	Observation
2618203	HO	Observation
2721233	S3904	Observation
2721519	S9433	Observation
2721610	SK	Observation
43533232	G9168	Observation
43533362	G9170	Observation
43533287	G9169	Observation
43533361	G8978	Observation
43533180	G8980	Observation
43533324	G8979	Observation
40664639	G8736	Observation
40664613	G8737	Observation
2617875	G8476	Observation
2617876	G8477	Observation
40664625	G8888	Observation
40664871	G8886	Observation
40664497	G8679	Observation
40663932	G8590	Observation
43533312	G8921	Observation
40664839	G8754	Observation
40664443	G8676	Observation
40659430	G8591	Observation
43533214	G8922	Observation
40664800	G8755	Observation
40664445	G8680	Observation
43533195	G8973	Observation
40664705	G0908	Observation
43533230	G8976	Observation
40664666	G0910	Observation
40663536	G8595	Observation
40659149	G8597	Observation
40664759	G8893	Observation
40664702	G8890	Observation
40664853	G8793	Observation
40664889	G8794	Observation
40664712	G8795	Observation
40664914	G8791	Observation
40664671	G8790	Observation
40664729	G8792	Observation
40664444	G8677	Observation
40662384	G8588	Observation
43533295	G8919	Observation
40664615	G8752	Observation
40664581	G8675	Observation
40660913	G8589	Observation
43533340	G8920	Observation
40664863	G8753	Observation
40664482	G8678	Observation
2617488	G2	Observation
2617489	G3	Observation
2617491	G4	Observation
2617492	G5	Observation
2617487	G1	Observation
43533286	G8999	Observation
43533182	G9158	Observation
43533184	G9186	Observation
2618208	HT	Observation
2618086	GM	Observation
2719414	KZ	Observation
2720501	NU	Observation
40658348	G8587	Observation
40662756	G8581	Observation
40662000	G8584	Observation
40661999	G8572	Observation
2617940	G8541	Observation
2617934	G8535	Observation
2617935	G8536	Observation
40660914	G8592	Observation
40664790	G8889	Observation
40664761	G8756	Observation
2617832	G8432	Observation
2617835	G8435	Observation
40664689	G0922	Observation
40664612	G8732	Observation
2617841	G8441	Observation
2617790	G8383	Observation
40661852	V9	Observation
43533342	G8948	Observation
2617157	EY	Observation
40664307	G8576	Observation
2617844	G8445	Observation
43533216	G8970	Observation
40663264	G8574	Observation
2719784	L3255	Observation
2719783	L3254	Observation
2720820	Q7	Observation
2720822	Q9	Observation
43533303	G8972	Observation
2617610	G8200	Observation
2617928	G8529	Observation
43533217	G8990	Observation
43533196	G8992	Observation
43533304	G8991	Observation
43533273	G8993	Observation
43533327	G8995	Observation
43533231	G8994	Observation
43533234	G9174	Observation
43533379	G9176	Observation
43533219	G9175	Observation
40664646	G8837	Observation
40664844	G8731	Observation
40664654	G8730	Observation
2617533	G8052	Observation
2617565	G8112	Observation
40664652	G0914	Observation
2617571	G8126	Observation
2617574	G8129	Observation
2617536	G8055	Observation
2617541	G8060	Observation
43533356	G8911	Observation
43533364	G8915	Observation
43533294	G8913	Observation
43533339	G8907	Observation
43533191	G8909	Observation
2617710	G8302	Observation
43533206	G8910	Observation
43533357	G8914	Observation
43533363	G8912	Observation
43533269	G8908	Observation
40659146	G8562	Observation
40661254	G8567	Observation
2617847	G8448	Observation
2617846	G8447	Observation
2617848	G8449	Observation
40664734	G8869	Observation
40664470	G8681	Observation
40664766	G8812	Observation
40658344	G8561	Observation
40663930	G8566	Observation
40660909	G8557	Observation
40664894	G8857	Observation
40664751	G8833	Observation
40664657	G8838	Observation
40664893	G8825	Observation
2617572	G8127	Observation
2617575	G8130	Observation
2617535	G8054	Observation
2617542	G8061	Observation
2617711	G8303	Observation
2617775	G8367	Observation
2617671	G8263	Observation
2617718	G8310	Observation
2617749	G8341	Observation
2617753	G8345	Observation
2617759	G8351	Observation
2617765	G8357	Observation
2617730	G8322	Observation
2617773	G8365	Observation
2617770	G8362	Observation
2617687	G8279	Observation
2617659	G8251	Observation
2617578	G8153	Observation
2617674	G8266	Observation
2617690	G8282	Observation
2617652	G8243	Observation
2617738	G8330	Observation
2617627	G8217	Observation
2617630	G8220	Observation
2617643	G8234	Observation
2617734	G8326	Observation
2617539	G8058	Observation
2617562	G8109	Observation
2617722	G8314	Observation
2617684	G8276	Observation
2617707	G8299	Observation
2617762	G8354	Observation
2617647	G8238	Observation
2617693	G8285	Observation
2617676	G8268	Observation
2617569	G8116	Observation
2617636	G8226	Observation
2617633	G8223	Observation
2617641	G8231	Observation
2617668	G8260	Observation
2617768	G8360	Observation
2617822	G8422	Observation
2617836	G8436	Observation
40664592	G8684	Observation
40664743	G8708	Observation
40664895	G8871	Observation
43533282	G8957	Observation
40663262	G8563	Observation
40664746	G8742	Observation
40664641	G8743	Observation
40664642	G8744	Observation
40664910	G8745	Observation
40664640	G8741	Observation
40664747	G8746	Observation
40664669	G8748	Observation
40664643	G8747	Observation
40660061	G8559	Observation
2617654	G8246	Observation
40659148	G8568	Observation
40661656	G8608	Observation
40662759	G8611	Observation
40661257	G8614	Observation
40663265	G8617	Observation
40662758	G8605	Observation
40664310	G8620	Observation
40662385	G8626	Observation
40660066	G8623	Observation
40663263	G8564	Observation
2617656	G8248	Observation
2617803	G8399	Observation
2617804	G8400	Observation
2617580	G8155	Observation
2617592	G8167	Observation
2617593	G8170	Observation
2617589	G8164	Observation
2617591	G8166	Observation
2617594	G8171	Observation
2617590	G8165	Observation
2617587	G8162	Observation
2617869	G8470	Observation
2617697	G8289	Observation
2617679	G8271	Observation
2617662	G8254	Observation
43533192	G8916	Observation
43533270	G8917	Observation
2617581	G8156	Observation
43533358	G8918	Observation
40664916	G8863	Observation
40664678	G8862	Observation
40664677	G8860	Observation
40664917	G8873	Observation
2617480	G0413	Observation
2721620	SY	Observation
2721618	SV	Observation
43533175	G0454	Observation
40664857	G8867	Observation
2616474	CG	Observation
40664821	G8850	Observation
40664620	G8847	Observation
40664621	G8853	Observation
43533262	G8950	Observation
43533280	G8951	Observation
43533194	G8952	Observation
40664781	G8750	Observation
2617715	G8307	Observation
2617523	G8033	Observation
2617524	G8034	Observation
2721249	S4026	Observation
40658345	G8570	Observation
40660910	G8569	Observation
40664535	G8632	Observation
2617830	G8430	Observation
2617906	G8507	Observation
40664885	G8721	Observation
40664843	G8724	Observation
43533370	RI	Observation
2618084	GK	Observation
40664789	G8858	Observation
40664756	G8856	Observation
40661655	G8556	Observation
2721616	ST	Observation
40658346	G8578	Observation
40663535	G8577	Observation
40664866	G8809	Observation
2720900	RC	Observation
2721738	T9	Observation
2721737	T8	Observation
2721732	T5	Observation
2721735	T6	Observation
2721736	T7	Observation
2617166	F9	Observation
2617165	F8	Observation
2617163	F6	Observation
2617164	F7	Observation
2617162	F5	Observation
40664891	G8810	Observation
40664461	G8667	Observation
40664591	G8668	Observation
40664538	G8651	Observation
40664536	G8652	Observation
40664589	G8647	Observation
40664426	G8648	Observation
40664539	G8655	Observation
40664504	G8656	Observation
40664505	G8659	Observation
40664469	G8660	Observation
40664506	G8671	Observation
40664546	G8672	Observation
40664458	G8663	Observation
40664417	G8664	Observation
40664481	G8670	Observation
40664442	G8669	Observation
40664579	G8654	Observation
40664516	G8653	Observation
40664428	G8650	Observation
40664427	G8649	Observation
40664537	G8657	Observation
40664590	G8658	Observation
40664545	G8662	Observation
40664597	G8661	Observation
40664528	G8674	Observation
40664540	G8673	Observation
40664580	G8666	Observation
40664480	G8665	Observation
40664636	G0916	Observation
40664707	G0918	Observation
40663537	G8606	Observation
40660063	G8607	Observation
40660915	G8609	Observation
40664309	G8610	Observation
40662760	G8612	Observation
40661657	G8613	Observation
40660064	G8615	Observation
40661658	G8616	Observation
40661256	G8603	Observation
40664308	G8604	Observation
40658351	G8618	Observation
40663266	G8619	Observation
40663935	G8624	Observation
40660469	G8625	Observation
40661258	G8621	Observation
40660065	G8622	Observation
2719405	KQ	Observation
2721612	SM	Observation
43533317	G8987	Observation
43533210	G8989	Observation
43533284	G8988	Observation
40664644	G8776	Observation
40664865	G8786	Observation
40664711	G8789	Observation
2721782	US	Observation
40664676	G8841	Observation
40664614	G8751	Observation
40664886	G8723	Observation
40664818	G8797	Observation
40664672	G8798	Observation
43533313	G8926	Observation
43533319	G8924	Observation
43533300	G8925	Observation
40664884	G8713	Observation
40664668	G8717	Observation
43533377	G9159	Observation
43533183	G9161	Observation
43533256	G9160	Observation
43533347	G9162	Observation
43533378	G9164	Observation
43533211	G9163	Observation
40664870	G8881	Observation
2721178	S3600	Observation
40664785	G8815	Observation
43533176	G8932	Observation
43533278	G8933	Observation
2720565	PB	Observation
40663267	G8628	Observation
43533285	G8996	Observation
43533218	G8998	Observation
43533318	G8997	Observation
40664788	G8836	Observation
2720700	Q3014	Observation
2721613	SN	Observation
2617807	G8403	Observation
2617806	G8402	Observation
2617853	G8454	Observation
40664598	G8689	Observation
40664429	G8693	Observation
40664836	G8718	Observation
40664908	G8720	Observation
40664765	G8807	Observation
2720821	Q8	Observation
40664708	G0920	Observation
2616832	E1	Observation
2617143	E3	Observation
43533233	G9171	Observation
43533368	G9173	Observation
43533198	G9172	Observation
2617559	G8106	Observation
2720566	PC	Observation
2616475	CR	Observation
2617811	G8407	Observation
2617912	G8513	Observation
40664784	G8799	Observation
2617920	G8521	Observation
40664842	G8696	Observation
40664906	G0911	Observation
40664825	G8883	Observation
2617779	G8372	Observation
2617780	G8373	Observation
2617781	G8374	Observation
43533320	G8935	Observation
43533365	G8942	Observation
2617823	G8423	Observation
2617808	G8404	Observation
40664700	G8851	Observation
2617555	G8099	Observation
43533177	G8939	Observation
2617532	G8051	Observation
2617564	G8111	Observation
2617726	G8318	Observation
2617584	G8159	Observation
2617538	G8057	Observation
2617706	G8298	Observation
40664803	G8808	Observation
40664769	G8852	Observation
40664755	G8845	Observation
2617831	G8431	Observation
2617910	G8511	Observation
2720876	QF	Observation
2720877	QG	Observation
2720875	QE	Observation
43533193	G8940	Observation
40664675	G8839	Observation
43533314	G8958	Quality metric
40664801	G8785	Quality metric
40664763	G8783	Quality metric
2617837	G8437	Quality metric
40664817	G8782	Quality metric
2615421	AP	Quality metric
40664749	G8779	Quality metric
2617938	G8539	Quality metric
2617942	G8543	Quality metric
2617941	G8542	Quality metric
40664845	G8733	Quality metric
2617933	G8534	Quality metric
40664806	G8887	Quality metric
40664898	G8891	Quality metric
40664716	G8865	Quality metric
40664778	G8705	Quality metric
40664850	G8778	Quality metric
40664660	G8892	Quality metric
40664887	G8768	Quality metric
40664864	G8775	Quality metric
40664670	G8772	Quality metric
40664648	G8896	Quality metric
43533264	G8968	Quality metric
43533376	G8975	Quality metric
40664851	G8781	Quality metric
40664823	G8866	Quality metric
40664907	G0921	Quality metric
40664834	G8706	Quality metric
43533283	G8969	Quality metric
43533208	G8949	Quality metric
2617908	G8509	Quality metric
2617786	G8379	Quality metric
40664753	G8843	Quality metric
40664715	G8854	Quality metric
40664714	G8840	Quality metric
40664735	G8876	Quality metric
40664856	G8849	Quality metric
40664835	G8716	Quality metric
40664896	G8880	Quality metric
40664673	G8811	Quality metric
2617842	G8442	Quality metric
2617939	G8540	Quality metric
2617826	G8426	Quality metric
2617936	G8537	Quality metric
2617937	G8538	Quality metric
43533261	G8941	Quality metric
2617809	G8405	Quality metric
40664611	G8722	Quality metric
40664805	G8855	Quality metric
2617990	G9056	Quality metric
2617991	G9057	Quality metric
2617992	G9058	Quality metric
2617996	G9062	Quality metric
2617994	G9060	Quality metric
2617995	G9061	Quality metric
40664862	G0917	Quality metric
40664595	G8635	Quality metric
40664890	G8803	Quality metric
40664619	G8805	Quality metric
40664777	G8701	Quality metric
2617833	G8433	Quality metric
40664647	G8882	Quality metric
40664655	G8773	Quality metric
2617828	G8428	Quality metric
2617815	G8415	Quality metric
43533315	G8971	Quality metric
2618184	H2034	Medical service
2618120	H0021	Medical service
2721634	T1012	Medical service
40664424	G0438	Medical service
2618139	H0040	Medical service
2618138	H0039	Medical service
2721526	S9441	Medical service
2721297	S5125	Medical service
2721298	S5126	Medical service
2721704	T2048	Medical service
2618118	H0019	Medical service
2618116	H0017	Medical service
2618117	H0018	Medical service
2720490	M0064	Medical service
2721679	T2022	Medical service
2721522	S9436	Medical service
2721523	S9437	Medical service
2721295	S5120	Medical service
2721296	S5121	Medical service
2618136	H0037	Medical service
2618135	H0036	Medical service
2721301	S5135	Medical service
2721302	S5136	Medical service
2618165	H2015	Medical service
2618166	H2016	Medical service
2721651	T1029	Medical service
2721021	S0250	Medical service
2618160	H2010	Medical service
2721285	S5100	Medical service
2721287	S5102	Medical service
2721286	S5101	Medical service
2721288	S5105	Medical service
2721678	T2021	Medical service
2721677	T2020	Medical service
2618187	H2037	Medical service
2617212	G0109	Medical service
2617211	G0108	Medical service
40664830	PD	Medical service
2617453	G0379	Medical service
2617245	G0154	Medical service
2721034	S0316	Medical service
2721033	S0315	Medical service
2721035	S0317	Medical service
2721248	S4025	Medical service
2721646	T1024	Medical service
2721534	S9451	Medical service
2618157	H1011	Medical service
2721548	S9482	Medical service
2721303	S5140	Medical service
2721304	S5141	Medical service
2618140	H0041	Medical service
2618141	H0042	Medical service
2721305	S5145	Medical service
2721306	S5146	Medical service
2721289	S5108	Medical service
2721290	S5109	Medical service
2721291	S5110	Medical service
2721292	S5111	Medical service
2721293	S5115	Medical service
2721294	S5116	Medical service
2721299	S5130	Medical service
2721300	S5131	Medical service
2720811	Q5002	Medical service
2720815	Q5006	Medical service
2720814	Q5005	Medical service
2720817	Q5008	Medical service
2720816	Q5007	Medical service
2720812	Q5003	Medical service
2720810	Q5001	Medical service
2720818	Q5009	Medical service
2720813	Q5004	Medical service
2617270	G0182	Medical service
2721445	S9126	Medical service
2721700	T2043	Medical service
2721702	T2045	Medical service
40664432	Q5010	Medical service
2721701	T2044	Medical service
2721703	T2046	Medical service
2721022	S0255	Medical service
2721699	T2042	Medical service
2617452	G0378	Medical service
2721749	TM	Medical service
2721755	TT	Medical service
2721532	S9447	Medical service
2721528	S9443	Medical service
2721314	S5175	Medical service
2721742	TE	Medical service
2618085	GL	Medical service
2721257	S4040	Medical service
2618156	H1010	Medical service
2721535	S9452	Medical service
2721641	T1019	Medical service
2721642	T1020	Medical service
2615016	A4870	Medical service
2719319	K0739	Medical service
2616934	E1340	Medical service
2719320	K0740	Medical service
2721690	T2033	Medical service
2721689	T2032	Medical service
2618144	H0045	Medical service
2721627	T1005	Medical service
2721444	S9125	Medical service
2721606	SF	Medical service
2618137	H0038	Medical service
2618178	H2028	Medical service
2618179	H2029	Medical service
2721635	T1013	Medical service
2721536	S9453	Medical service
2721684	T2027	Medical service
2721683	T2026	Medical service
2618173	H2023	Medical service
2618174	H2024	Medical service
2618142	H0043	Medical service
2618143	H0044	Medical service
2721698	T2041	Medical service
2721680	T2023	Medical service
2721636	T1014	Medical service
2617265	G0177	Medical service
2721307	S5150	Medical service
2721308	S5151	Medical service
2618175	H2025	Medical service
2618176	H2026	Medical service
2721069	S0622	Medical service
2617447	G0372	Medical service
2719958	L4210	Medical service
2720367	L7500	Medical service
2720368	L7510	Medical service
2720369	L7520	Medical service
2721978	V5336	Medical service
2721600	S9999	Medical service
2618078	GD	Medical service
2614680	A0998	Medical service
2720883	QN	Medical service
2720882	QM	Medical service
2614668	A0427	Medical service
2614667	A0426	Medical service
2614670	A0429	Medical service
2614669	A0428	Medical service
2614671	A0430	Medical service
2614672	A0431	Medical service
2614630	A0225	Medical service
2614613	A0021	Medical service
2614663	A0420	Medical service
2721545	S9475	Medical service
2721607	SG	Medical service
2616472	CE	Medical service
2616473	CF	Medical service
2616471	CD	Medical service
2721514	S9401	Medical service
2721687	T2030	Medical service
2721688	T2031	Medical service
2721440	S9117	Medical service
2721752	TQ	Medical service
2614655	A0380	Medical service
2721524	S9438	Medical service
2721695	T2038	Medical service
2618171	H2021	Medical service
2618172	H2022	Medical service
2718591	J3	Medical service
2718332	J1	Medical service
2721644	T1022	Medical service
2721691	T2034	Medical service
2721512	S9381	Medical service
2617230	G0128	Medical service
2615406	A9901	Medical service
2719400	KL	Medical service
2719395	KG	Medical service
2719399	KK	Medical service
2719409	KU	Medical service
2719411	KW	Medical service
2719413	KY	Medical service
2719410	KV	Medical service
40662562	J4	Medical service
